id,区,町字,順,レイヤー,種別,名称,住所,緯度,経度,説明あり,現teaser,担当,写真ファイル名,伏せた一行,到着後の説明
7439,荒川区,西日暮里,37,街を見る,文化財,松林伯円の墓(初代・二代),東京都荒川区西日暮里3-8-3,35.729097,139.766248,,石碑がひとつ立つだけの、知る人ぞ知る場所,,,,
7279,荒川区,西日暮里,38,街を見る,文化財,木造一塔両尊仏坐像 付胎内文書,東京都荒川区西日暮里3-7-12,35.730164,139.766107,,歩いてこそ見つかる場所,,,,
7280,荒川区,西日暮里,39,街を見る,文化財,木造三十番神坐像,東京都荒川区西日暮里3-7-12,35.730164,139.766107,,地図では気づかない、街の一部,,,,
7324,荒川区,西日暮里,40,街を見る,文化財,日尾荊山衣?碑,東京都荒川区西日暮里3-7-12,35.730164,139.766107,,歩いてこそ見つかる場所,,,,
7373,荒川区,西日暮里,41,街を見る,文化財,三十番神像版木（寛政十三年四月大吉辰銘）,東京都荒川区西日暮里3-7-12,35.730164,139.766107,,地図では気づかない、街の一部,,,,
7395,荒川区,西日暮里,42,街を見る,文化財,木造布袋尊像,東京都荒川区西日暮里3-7-12,35.730164,139.766107,,地図では気づかない、街の一部,,,,
7312,荒川区,西日暮里,43,街を見る,文化財,滝沢馬琴筆塚の碑,東京都荒川区西日暮里3-6-4,35.730699,139.765585,,歩いてこそ見つかる場所,,,,
7318,荒川区,西日暮里,44,街を見る,文化財,滝沢馬琴硯塚の碑,東京都荒川区西日暮里3-6-4,35.730699,139.765585,,地図では気づかない、街の一部,,,,
7326,荒川区,西日暮里,45,街を見る,文化財,日暮里舟繋松の碑,東京都荒川区西日暮里3-6-4,35.730699,139.765585,,歩いてこそ見つかる場所,,,,
7353,荒川区,西日暮里,46,街を見る,文化財,安井金毘羅大権現鎮座碑,東京都荒川区西日暮里3-6-4,35.730699,139.765585,,地図では気づかない、街の一部,,,,
7598,荒川区,西日暮里,47,街を見る,観光施設,向陵稲荷神社,東京都荒川区西日暮里4丁目7-34,35.733014,139.763608,,地元の人が手を合わせに来る社,,,,
7448,荒川区,西日暮里,48,街を見る,文化財,佐竹氏屋敷跡,東京都荒川区西日暮里4,35.732813,139.762453,,地図では気づかない、街の一部,,,,
7458,荒川区,西日暮里,49,街を見る,文化財,道灌山遺跡,東京都荒川区西日暮里4,35.732813,139.762453,,歩いてこそ見つかる場所,,,,
7388,荒川区,東尾久,1,街を見る,文化財,庚申塔（寛永十五年十二月八日銘）,東京都荒川区東尾久7-4馬捨場跡,35.753311,139.775849,,歩いてこそ見つかる場所,,,,
7411,荒川区,東尾久,2,街を見る,文化財,庚申塔（元禄十一年十一月吉祥日銘）,東京都荒川区東尾久6-31下尾久石尊内,35.748405,139.774261,,歩いてこそ見つかる場所,,,,
7330,荒川区,東尾久,3,街を見る,文化財,板碑三基（建武五年八月日銘他）,東京都荒川区東尾久3-6-25,35.744767,139.773499,,歩いてこそ見つかる場所,,,,
7391,荒川区,東尾久,4,街を見る,文化財,念仏講用具,東京都荒川区東尾久3-6-25,35.744767,139.773499,,地図では気づかない、街の一部,,,,
7412,荒川区,東尾久,5,街を見る,文化財,光明真言三百六十万遍供養塔,東京都荒川区東尾久3-6-25,35.744767,139.773499,,地図では気づかない、街の一部,,,,
7263,荒川区,東尾久,6,街を見る,文化財,紙本着色山越阿弥陀図,東京都荒川区東尾久3-2-4,35.74436,139.775,,地図では気づかない、街の一部,,,,
7272,荒川区,東尾久,7,街を見る,文化財,木造智天上人坐像,東京都荒川区東尾久3-2-4,35.74436,139.775,,地図では気づかない、街の一部,,,,
7278,荒川区,東尾久,8,街を見る,文化財,木造閻魔坐像（元禄一六年七月銘）,東京都荒川区東尾久3-2-4,35.74436,139.775,,歩いてこそ見つかる場所,,,,
7337,荒川区,東尾久,9,街を見る,文化財,板碑六基（永和元年六月十二日銘他）,東京都荒川区東尾久3-2-4,35.74436,139.775,,歩いてこそ見つかる場所,,,,
7415,荒川区,東尾久,10,街を見る,文化財,庚申塔二基（承応三年二月八日銘他）,東京都荒川区東尾久3-2-4,35.74436,139.775,,歩いてこそ見つかる場所,,,,
7383,荒川区,東尾久,11,街を見る,文化財,杉野中尉殉難遺蹟の碑,東京都荒川区東尾久5-6-9,35.747046,139.769043,,歩いてこそ見つかる場所,,,,
7413,荒川区,東尾久,12,街を見る,文化財,六地蔵（元禄十五年霜月二十四日銘他）,東京都荒川区東尾久8-41華蔵院旧薬師堂墓地,35.750668,139.767178,,地図では気づかない、街の一部,,,,
7456,荒川区,東尾久,13,街を見る,文化財,熊野の渡し跡,東京都荒川区東尾久8,35.751208,139.768128,,地図では気づかない、街の一部,,,,
7344,荒川区,東尾久,14,街を見る,文化財,板碑二基（光明遍照偈板碑他）,東京都荒川区東尾久8-46-2,35.752317,139.766801,,歩いてこそ見つかる場所,,,,
7421,荒川区,東尾久,15,街を見る,文化財,庚申塔一基（享保九年十一月二十日銘）,東京都荒川区東尾久8-46-2,35.752317,139.766801,,地図では気づかない、街の一部,,,,
7338,荒川区,東尾久,16,街を見る,文化財,板碑二基（文安三年十二月銘他） 付青石片一基,東京都荒川区東尾久,35.743035,139.766418,,歩いてこそ見つかる場所,,,,
7355,荒川区,東尾久,17,街を見る,文化財,板碑二基（応安元年十一月□日銘他）,東京都荒川区東尾久,35.743035,139.766418,,歩いてこそ見つかる場所,,,,
7447,荒川区,東日暮里,1,街を見る,文化財,池田氏屋敷跡,東京都荒川区東日暮里1,35.729698,139.788088,,地図では気づかない、街の一部,,,,
7335,荒川区,東日暮里,2,街を見る,文化財,手水鉢（文化七年四月吉日銘）,東京都荒川区東日暮里3-8-10,35.729338,139.782937,,地図では気づかない、街の一部,,,,
7423,荒川区,東日暮里,3,街を見る,文化財,庚申塔二基（享保十三年銘及び年未詳「猿田彦太神」銘）,東京都荒川区東日暮里3-8-10,35.729338,139.782937,,歩いてこそ見つかる場所,,,,
7455,荒川区,町屋,1,街を見る,文化財,新渡し跡,東京都荒川区町屋5,35.750511,139.779896,,歩いてこそ見つかる場所,,,,
7346,荒川区,町屋,2,街を見る,文化財,板碑三基（天文九年銘他）,東京都荒川区町屋,35.749765,139.781921,,歩いてこそ見つかる場所,,,,
7360,荒川区,町屋,3,街を見る,文化財,板碑（貞治四年銘）,東京都荒川区町屋,35.749765,139.781921,,歩いてこそ見つかる場所,,,,
7397,荒川区,町屋,4,街を見る,文化財,庚申塔（寛文八年九月吉日銘）,東京都荒川区町屋1-9-16一本松グリーンスポット,35.74665,139.783748,,歩いてこそ見つかる場所,,,,
7453,荒川区,町屋,5,街を見る,文化財,一本松の渡し跡,東京都荒川区町屋8,35.747745,139.786537,,歩いてこそ見つかる場所,,,,
7454,荒川区,町屋,6,街を見る,文化財,お茶屋の渡し跡（お竹の渡し跡）,東京都荒川区町屋7,35.75015,139.787408,,歩いてこそ見つかる場所,,,,
7389,荒川区,町屋,7,街を見る,文化財,阿弥陀三尊来迎図像庚申塔（正保四年二月吉日銘）,東京都荒川区町屋2-8-7,35.743888,139.780065,,地図では気づかない、街の一部,,,,
7797,台東区,橋場,1,体験する,銭湯,富士の湯,東京都台東区橋場2-21-7,35.727947,139.805332,,番台の向こうに湯気が立つ、地元の風呂,,,,
7830,台東区,橋場,2,静かに歩く,公園,橋場公園,東京都台東区橋場2-19-7,35.727775,139.807163,,誰にも急かされずに座っていられる場所,,,,
7505,台東区,橋場,3,街を見る,名所・史跡,橋場のお化け地蔵,橋場2丁目5番3号（松吟寺内）,35.726324,139.805803,,笠が動くと言い伝えられた、大きな地蔵,,,,
7618,台東区,橋場,4,体験する,老舗,更銈,東京都台東区橋場１－３４－２,35.72562,139.806625,,江戸のころから江戸型染を扱ってきた店,,,,
7832,台東区,橋場,5,静かに歩く,公園,妙亀塚公園,東京都台東区橋場1-28-3,35.725355,139.805533,,腰を下ろせるベンチと木陰がある場所,,,,
7833,台東区,橋場,6,静かに歩く,公園,妙亀塚公園,東京都台東区橋場1-29-6,35.725355,139.805533,,腰を下ろせるベンチと木陰がある場所,,,,
7504,台東区,橋場,7,街を見る,名所・史跡,妙亀塚,橋場1丁目28番12号（妙亀塚公園内）,35.725355,139.805523,,隅田川に子を探した母の伝説が残る塚,,,,
7503,台東区,橋場,8,街を見る,名所・史跡,安藤東野墓,橋場1丁目16番2号（福寿院内）,35.724065,139.806683,,江戸中期の漢学者が眠る,,,,
7476,台東区,橋場,9,街を見る,観光,皮革産業資料館,橋場1丁目36番2号産業研修センター内,35.723935,139.808273,,小さな展示室がひとつ。静かに時間が流れる場所,,,,
7858,台東区,根岸,1,静かに歩く,公園,金曽木公園,東京都台東区根岸4-16-14,35.725664,139.784444,,誰にも急かされずに座っていられる場所,,,,
7835,台東区,根岸,2,静かに歩く,公園,根岸公園,東京都台東区根岸4-16-23,35.725544,139.785454,,腰を下ろせるベンチと木陰がある場所,,,,
7761,台東区,根岸,3,体験する,東京打刃物,株式会社庄三郎,東京都台東区根岸5-1-2,35.725475,139.786026,,東京打刃物の職人が手を動かしている仕事場,,,,
7551,台東区,根岸,4,静かに歩く,児童遊園,中根岸児童遊園,根岸3-16-10,35.723554,139.783354,,歩き疲れた足を休められる場所,,,,
7799,台東区,根岸,5,体験する,銭湯,宝泉湯,東京都台東区根岸3-14-14,35.722458,139.782559,,旅の途中で湯に浸かれる、町の風呂屋,,,,
7759,台東区,根岸,6,体験する,東京三味線,菊岡三絃店,東京都台東区根岸3-12-12,35.723198,139.779968,,「東京三味線」を今も手で作っている工房,,,,
7825,台東区,根岸,7,静かに歩く,公園,上根岸公園,東京都台東区根岸3-9-6,35.723244,139.778974,,誰にも急かされずに座っていられる場所,,,,
7793,台東区,根岸,8,体験する,銭湯,ひだまりの泉　萩の湯,東京都台東区根岸2-13-13,35.724528,139.777773,,番台の向こうに湯気が立つ、地元の風呂,,,,
7517,台東区,根岸,9,街を見る,名所・史跡,中村不折旧宅（書道博物館）,根岸2-10-4,35.724643,139.776294,,書が好きなら一度は寄りたい、画家の旧宅,,,,
7486,台東区,根岸,10,街を見る,観光,ねぎし三平堂,根岸2丁目10番12号,35.724933,139.776224,,「昭和の爆笑王」と呼ばれた落語家の家が、そのまま残る,,,,
7562,台東区,根岸,11,静かに歩く,児童遊園,根岸二丁目児童遊園,根岸2-9-5、根岸2-8-13,35.725063,139.775174,,歩き疲れた足を休められる場所,,,,
7822,台東区,根岸,12,静かに歩く,公園,鶯谷公園,東京都台東区根岸1-3-17,35.721054,139.779534,,歩き疲れた足を休められる場所,,,,
7729,台東区,駒形,1,体験する,ハンドバッグ製造,アトリエナカジマ,東京都台東区駒形2-7-3,35.708076,139.795792,,作っているところを覗けるハンドバッグ製造の工房,,,,
7492,台東区,駒形,2,街を見る,博物館,世界のカバン博物館,台東区駒形 1丁目8番10号,35.708045,139.795301,,小さな展示室がひとつ。静かに時間が流れる場所,,,,
7623,台東区,駒形,3,体験する,老舗,種亀,東京都台東区駒形１－７－７,35.708015,139.794861,,およそ200年、同じ商いを続けてきた店,,,,
7607,台東区,駒形,4,体験する,老舗,大嶋屋恩田,東京都台東区駒形２－６－６,35.70739,139.795364,,およそ150年、同じ商いを続けてきた店,,,,
7755,台東区,駒形,5,体験する,江戸手描提灯,有限会社大嶋屋恩田,東京都台東区駒形2-6-6,35.70739,139.795364,,江戸手描提灯の職人が手を動かしている仕事場,,,,
7730,台東区,駒形,6,体験する,ジュエリー,ジョリーポイント．すてきな．ジュエリー,東京都台東区駒形1-1-6,35.705894,139.793152,,作っているところを覗けるジュエリーの工房,,,,
7631,台東区,駒形,7,体験する,老舗,町田絲店,東京都台東区駒形１－１－１,35.70541,139.793106,,1864年から続く繊維製品(糸紐リボン等)の製造,,,,
7614,台東区,柳橋,1,体験する,老舗,久月,東京都台東区柳橋１－２０－４,35.697578,139.786636,,1835年から続く節句人形を中心とした人形専門商社,,,,
7674,台東区,柳橋,2,体験する,木目込人形・押絵,久月人形学院（㈱久月内）,東京都台東区柳橋1-20-4,35.697578,139.786636,,作っているところを覗ける木目込人形・押絵の工房,,,,
7732,台東区,柳橋,3,体験する,ビーズ手芸,サン・びーどる,東京都台東区柳橋1-12-2,35.696598,139.786652,,作っているところを覗けるビーズ手芸の工房,,,,
7633,台東区,柳橋,4,体験する,老舗,美家古鮨本店,東京都台東区柳橋１－１０－１２,35.696499,139.787888,,江戸のころから江戸前寿司店を扱ってきた店,,,,
7493,台東区,柳橋,5,街を見る,観光,日本文具資料館,台東区柳橋1丁目1番15号 （東京文具販売健康保険組合会館１階）,35.696792,139.788763,,小さな展示室がひとつ。静かに時間が流れる場所,,,,
7791,台東区,浅草橋,1,体験する,銭湯,帝国湯,東京都台東区浅草橋5-23-8,35.702035,139.781773,,番台の向こうに湯気が立つ、地元の風呂,,,,
7790,台東区,浅草橋,2,体験する,銭湯,鶴の湯（浅草橋）,東京都台東区浅草橋5-27-2,35.701602,139.783538,,番台の向こうに湯気が立つ、地元の風呂,,,,
7554,台東区,浅草橋,3,静かに歩く,児童遊園,向柳原児童遊園,浅草橋2-23-5,35.700346,139.784445,,腰を下ろせるベンチと木陰がある場所,,,,
7798,台東区,浅草橋,4,体験する,銭湯,辨天湯,東京都台東区浅草橋1-33-6浅草橋シティハイツ1階,35.698944,139.785032,,番台の向こうに湯気が立つ、地元の風呂,,,,
7494,台東区,浅草橋,5,街を見る,観光,袋物参考館,台東区浅草橋2丁目4番1号,35.698817,139.785752,,鞄や財布の歴史を集めた、知る人ぞ知る展示室,,,,
7626,台東区,浅草橋,6,体験する,老舗,鮒佐,東京都台東区浅草橋２－１－９鮒佐ビル,35.698879,139.787064,,およそ150年、同じ商いを続けてきた店,,,,
7606,台東区,浅草橋,7,体験する,老舗,江戸蕎麦手打處あさだ,東京都台東区浅草橋２－２９－１１,35.699726,139.787613,,およそ150年、同じ商いを続けてきた店,,,,
7671,台東区,浅草橋,8,体験する,木目込み人形,人形の田辺,東京都台東区浅草橋1-18-10 アックビル7F,35.697613,139.78624,,作っているところを覗ける木目込み人形の工房,,,,
7638,台東区,浅草橋,9,体験する,老舗,吉德,東京都台東区浅草橋１－９－１４,35.696754,139.785706,,江戸のころから雛人形を扱ってきた店,,,,
7731,台東区,浅草橋,10,体験する,伝統工芸　つまみ細工専門店,つまみ細工・一凛堂,東京都台東区浅草橋1-4-6　遠藤ビル2F,35.697178,139.783142,,つまみ細工の職人が手を動かしている仕事場,,,,
7549,台東区,浅草橋,11,静かに歩く,児童遊園,左衛門町児童遊園,浅草橋1-3-8,35.696836,139.782856,,腰を下ろせるベンチと木陰がある場所,,,,
7803,台東区,浅草橋,12,静かに歩く,公園,柳北公園,東京都台東区浅草橋5-1-35,35.699836,139.782235,,歩き疲れた足を休められる場所,,,,
7712,台東区,蔵前,1,体験する,江戸指物,茂上工芸,東京都台東区蔵前4-37-10,35.706192,139.788498,,江戸指物の職人が手を動かしている仕事場,,,,
7496,台東区,蔵前,2,街を見る,名所・史跡,初代川柳墓,蔵前4丁目36番7号（竜宝寺内）,35.705915,139.788745,,「川柳」という言葉のもとになった人が眠る,,,,
7542,台東区,蔵前,3,静かに歩く,児童遊園,三筋児童遊園,蔵前4-18-7,35.704545,139.788135,,歩き疲れた足を休められる場所,,,,
7605,台東区,蔵前,4,体験する,老舗,鵜原商店,東京都台東区蔵前４－１８－７,35.704395,139.788116,,江戸のころから葬儀業を扱ってきた店,,,,
7497,台東区,蔵前,5,街を見る,名所・史跡,勝川春章墓,蔵前4丁目16番16号（西福寺内）,35.703536,139.788815,,北斎の師にあたる絵師が眠る,,,,
7808,台東区,蔵前,6,静かに歩く,公園,精華公園,東京都台東区蔵前4-15-9,35.703805,139.789285,,腰を下ろせるベンチと木陰がある場所,,,,
7711,台東区,蔵前,7,体験する,草木染め　ニット･小物・生活雑貨,MAITO／真糸,東京都台東区蔵前4-20-12クラマエビル1F,35.70409,139.790054,,作っているところを覗けるニット･小物・生活雑貨の工房,,,,
7713,台東区,蔵前,8,体験する,コーヒー豆焙煎,焙煎処　縁の木,東京都台東区蔵前2-3-1,35.702099,139.790054,,コーヒー豆焙煎の職人が手を動かしている仕事場,,,,
7860,台東区,蔵前,9,静かに歩く,公園,御蔵前公園,東京都台東区蔵前1-4-8,35.700396,139.789355,,子どもの声が聞こえる、町の小さな広場,,,,
7499,台東区,蔵前,10,街を見る,名所・史跡,浅草文庫跡碑,蔵前1丁目4番3号（榊神社内）,35.700086,139.789365,,明治の図書館がここにあったことを示す碑,,,,
7502,台東区,東浅草,1,街を見る,名所・史跡,江戸六地蔵,東浅草2丁目12番13号（東禅寺内）,35.724074,139.800293,,江戸の出入口を守るために置かれた地蔵のひとつ,,,,
7668,台東区,東浅草,2,体験する,杖,美　アンド　センス,東京都台東区東浅草2-2-1,35.72298,139.800888,,杖の職人が手を動かしている仕事場,,,,
7847,台東区,東浅草,3,静かに歩く,公園,山谷堀公園,東京都台東区東浅草1-4-9,35.721104,139.800413,,腰を下ろせるベンチと木陰がある場所,,,,
7848,台東区,東浅草,4,静かに歩く,公園,山谷堀公園,東京都台東区東浅草1-13-9,35.721104,139.800413,,腰を下ろせるベンチと木陰がある場所,,,,
7849,台東区,東浅草,5,静かに歩く,公園,山谷堀公園,東京都台東区東浅草1-14-8,35.721104,139.800413,,腰を下ろせるベンチと木陰がある場所,,,,
7850,台東区,東浅草,6,静かに歩く,公園,山谷堀公園,東京都台東区東浅草2-7-14,35.721104,139.800413,,腰を下ろせるベンチと木陰がある場所,,,,
7802,台東区,東浅草,7,静かに歩く,公園,日本堤公園,東京都台東区東浅草2-27-1,35.723924,139.798552,,子どもの声が聞こえる、町の小さな広場,,,,
7644,台東区,元浅草,1,体験する,老舗,南部屋五郎右衛門,東京都台東区元浅草２－１０－１０,35.710915,139.784042,,太鼓・神輿の職人が手を動かしている仕事場,,,,
7682,台東区,元浅草,2,体験する,太鼓・神輿,南部屋五郎右衛門,東京都台東区元浅草2-10-10,35.710915,139.784042,,太鼓・神輿の職人が手を動かしている仕事場,,,,
7795,台東区,元浅草,3,体験する,銭湯,日の出湯（元浅草）,東京都台東区元浅草2-10-5,35.710899,139.784314,,旅の途中で湯に浸かれる、町の風呂屋,,,,
7683,台東区,元浅草,4,体験する,手植えブラシ・江戸刷毛・東京手植ブラシ,宮川刷毛ブラシ製作所,東京都台東区元浅草2-10-14,35.710808,139.784668,,江戸刷毛・東京手植ブラシの職人が手を動かしている仕事場,,,,
7742,台東区,元浅草,5,体験する,貴金属加工,錺職　匠和,東京都台東区元浅草4-7-8,35.710121,139.785126,,貴金属加工の職人が手を動かしている仕事場,,,,
7516,台東区,元浅草,6,街を見る,名所・史跡,葛飾北斎墓,元浅草4-6-9（誓教寺内）,35.709725,139.785514,,世界でもっとも知られた浮世絵師が眠る,,,,
7857,台東区,元浅草,7,静かに歩く,公園,菊屋橋公園,東京都台東区元浅草3-20-6,35.708745,139.786854,,歩き疲れた足を休められる場所,,,,
7681,台東区,元浅草,8,体験する,金属プレス加工,アトリエ店舗 IMAIZUMI（㈱今泉）,東京都台東区元浅草3-9-8,35.707195,139.786118,,金属プレス加工の職人が手を動かしている仕事場,,,,
7685,台東区,元浅草,9,体験する,江戸木版画・江戸木版画（版画彫刻）・江戸木版画（摺り）,長尾版画匠,東京都台東区元浅草1-1-1,35.706844,139.784775,,江戸木版画（摺り）の職人が手を動かしている仕事場,,,,
7684,台東区,元浅草,10,体験する,七宝アクセサリー,坂森七宝工芸店,東京都台東区元浅草1-2-1,35.706898,139.784271,,作っているところを覗ける七宝アクセサリーの工房,,,,
7813,台東区,下谷,1,静かに歩く,公園,金杉公園,東京都台東区下谷3-5-12,35.724104,139.785764,,子どもの声が聞こえる、町の小さな広場,,,,
7654,台東区,下谷,2,体験する,江戸指物,江戸指物　木村,東京都台東区下谷3-1-1,35.722736,139.785736,,「江戸指物」を今も手で作っている工房,,,,
7519,台東区,下谷,3,街を見る,名所・史跡,入谷鬼子母神,下谷1-12-16（真源寺内）,35.719754,139.782834,,朝顔市で知られる、子どもを守る神さま,,,,
7642,台東区,下谷,4,体験する,老舗,小泉桶甚本店,東京都台東区下谷１－１－５,35.717644,139.781265,,木の桶を、いまも手で組み上げている店,,,,
7782,台東区,竜泉,1,体験する,銭湯,有馬湯,東京都台東区竜泉3-31-2,35.726739,139.795081,,番台の向こうに湯気が立つ、地元の風呂,,,,
7667,台東区,竜泉,2,体験する,江戸指物,江戸指物　渡辺,東京都台東区竜泉3-25-4,35.725803,139.792725,,作っているところを覗ける江戸指物の工房,,,,
7766,台東区,竜泉,3,体験する,江戸指物,江戸指物　渡邊,東京都台東区竜泉3-25-4,35.725803,139.792725,,「江戸指物」を今も手で作っている工房,,,,
7666,台東区,竜泉,4,体験する,木目込人形,木目込人形工房　一葉堂,東京都台東区竜泉3-19-9,35.725632,139.792648,,作っているところを覗ける木目込人形の工房,,,,
7818,台東区,竜泉,5,静かに歩く,公園,一葉記念公園,東京都台東区竜泉3-19-1,35.725503,139.792573,,子どもの声が聞こえる、町の小さな広場,,,,
7521,台東区,竜泉,6,街を見る,名所・史跡,飛不動,竜泉3-11-11（正宝院内）,35.724233,139.791943,,ここで何があったかを伝える標が、静かに立っている,,,,
7558,台東区,竜泉,7,静かに歩く,児童遊園,竜泉児童遊園,竜泉1-20-15,35.723704,139.790623,,子どもの声が聞こえる、町の小さな広場,,,,
7736,台東区,竜泉,8,体験する,東京桐たんす,片山桐箪笥店,東京都台東区竜泉1-18-3,35.723274,139.788925,,東京桐たんすの職人が手を動かしている仕事場,,,,
7845,台東区,竜泉,9,静かに歩く,公園,弁天院公園,東京都台東区竜泉1-15-2,35.723244,139.787753,,子どもの声が聞こえる、町の小さな広場,,,,
7655,台東区,竜泉,10,体験する,陶芸,東京竜泉窯,東京都台東区竜泉1-31-7,35.72456,139.788681,,作っているところを覗ける陶芸の工房,,,,
7656,台東区,竜泉,11,体験する,食肉製造,ハム・ソーセージの店TAKE-ZO,東京都台東区竜泉1-32-5,35.724533,139.788757,,作っているところを覗ける食肉製造の工房,,,,
7659,台東区,松が谷,1,体験する,生花・フラワーアレンジメント・茶道,シーズンズフラワー,東京都台東区松が谷4-28-8,35.718994,139.78627,,生花・フラワーアレンジメント・茶道の職人が手を動かしている仕事場,,,,
7856,台東区,松が谷,2,静かに歩く,公園,松が谷公園,東京都台東区松が谷4-15-12,35.718374,139.786314,,子どもの声が聞こえる、町の小さな広場,,,,
7826,台東区,松が谷,3,静かに歩く,公園,入谷南公園,東京都台東区松が谷3-23-7,35.717074,139.786014,,腰を下ろせるベンチと木陰がある場所,,,,
7658,台東区,松が谷,4,体験する,革製品,nasturtium,東京都台東区松が谷3-15-1 1階,35.716175,139.788177,,革製品の職人が手を動かしている仕事場,,,,
7661,台東区,松が谷,5,体験する,金銀美術砂子画・金銀砂子絵,深匠,東京都台東区松が谷4-22-1,35.717499,139.788452,,金銀砂子絵の職人が手を動かしている仕事場,,,,
7660,台東区,松が谷,6,体験する,かばん・バッグ,かばん屋PARTNER,東京都台東区松が谷4-26-13,35.718266,139.788559,,作っているところを覗けるかばん・バッグの工房,,,,
7739,台東区,松が谷,7,体験する,看板彫刻,福善堂坂井看板店,東京都台東区松が谷3-4-1,35.714897,139.787048,,看板彫刻の職人が手を動かしている仕事場,,,,
7621,台東区,松が谷,8,体験する,老舗,新門,東京都台東区松が谷２－１１－６,35.713299,139.787994,,江戸のころから鳶を扱ってきた店,,,,
7525,台東区,松が谷,9,街を見る,名所・史跡,玉川兄弟の墓,松が谷2-3-3（聖徳寺内）,35.712785,139.786694,,江戸に水を引いた兄弟が眠る,,,,
7811,台東区,松が谷,10,静かに歩く,公園,松葉公園,東京都台東区松が谷1-12-6,35.712085,139.787594,,腰を下ろせるベンチと木陰がある場所,,,,
7662,台東区,松が谷,11,体験する,ウクレレの販売・体験,キワヤ商会(KIWAYA ウクレレミュージアム「樂」),東京都台東区松か?谷 1-7-3 (株)キワヤ商会内,35.711571,139.786713,,作っているところを覗けるウクレレの販売・体験の工房,,,,
7560,台東区,三筋,1,静かに歩く,児童遊園,三筋二丁目児童遊園,三筋2-16-8,35.705835,139.787115,,腰を下ろせるベンチと木陰がある場所,,,,
7800,台東区,三筋,2,体験する,銭湯,三筋湯,東京都台東区三筋2-13-2,35.705689,139.786476,,番台の向こうに湯気が立つ、地元の風呂,,,,
7710,台東区,三筋,3,体験する,東京銀器,日伸貴金属,東京都台東区三筋1-3-13 伊藤ビル1階,35.703999,139.78714,,作っているところを覗ける東京銀器の工房,,,,
7776,台東区,三筋,4,体験する,東京銀器,有限会社日伸貴金属,東京都台東区三筋1-3-13,35.703999,139.78714,,「東京銀器」を今も手で作っている工房,,,,
7709,台東区,三筋,5,体験する,革服・アパレル,Obelisk,東京都台東区三筋1-6-3,35.703224,139.785492,,革服・アパレルの職人が手を動かしている仕事場,,,,
7541,台東区,三筋,6,静かに歩く,児童遊園,小島児童遊園,三筋1-9-1,35.703235,139.784645,,誰にも急かされずに座っていられる場所,,,,
7693,台東区,台東,1,体験する,江戸風鈴,篠原まるよし風鈴,東京都台東区台東4-25-10,35.706676,139.781235,,作っているところを覗ける江戸風鈴の工房,,,,
7823,台東区,台東,2,静かに歩く,公園,竹町公園,東京都台東区台東4-21-3,35.705705,139.780355,,子どもの声が聞こえる、町の小さな広場,,,,
7698,台東区,台東,3,体験する,ジュエリー工房･緋銅,RINPLA with A.C.T.Y. plains,東京都台東区台東4-20-2 大仙第二ビル 3A,35.70657,139.779602,,ジュエリー工房･緋銅の職人が手を動かしている仕事場,,,,
7692,台東区,台東,4,体験する,金細工・東京彫金,平本工房,東京都台東区台東4-7-8,35.7061,139.77739,,東京彫金の職人が手を動かしている仕事場,,,,
7812,台東区,台東,5,静かに歩く,公園,御徒町公園,東京都台東区台東4-13-3,35.706365,139.777215,,子どもの声が聞こえる、町の小さな広場,,,,
7694,台東区,台東,6,体験する,宝飾品・アクセサリー,テン・フォレスト,東京都台東区台東3-16-9 シルバービル2F,35.705009,139.776688,,作っているところを覗ける宝飾品・アクセサリーの工房,,,,
7697,台東区,台東,7,体験する,ジュエリー製作,アトリエN&S,東京都台東区台東3-14-5 瀧澤ビル1F,35.7047,139.776474,,ジュエリー製作の職人が手を動かしている仕事場,,,,
7696,台東区,台東,8,体験する,ジュエリー･アクセサリー･宝石スクール,日本宝飾クラフト学院,東京都台東区台東3-13-10,35.704491,139.777252,,作っているところを覗けるジュエリー･アクセサリー･宝石スクールの工房,,,,
7699,台東区,台東,9,体験する,木製玩具・家具,Blooming,東京都台東区台東2-10-13 ブルーミング1F,35.703129,139.77713,,作っているところを覗ける木製玩具・家具の工房,,,,
7546,台東区,台東,10,静かに歩く,児童遊園,竹町児童遊園,台東2-24-11,35.703315,139.778605,,誰にも急かされずに座っていられる場所,,,,
7700,台東区,台東,11,体験する,アクセサリー製造販売,Playacolores　プライアカラレス,東京都台東区台東1-33-12-201,35.702122,139.778427,,アクセサリー製造販売の職人が手を動かしている仕事場,,,,
7701,台東区,台東,12,体験する,皮革製品の企画、製造,DELIFE Factory Store,東京都台東区台東1ー14ー14東光ビル403,35.701382,139.777969,,作っているところを覗ける皮革製品の企画、製造の工房,,,,
7556,台東区,北上野,1,静かに歩く,児童遊園,新坂本児童遊園,北上野2-19-8,35.717844,139.784584,,子どもの声が聞こえる、町の小さな広場,,,,
7810,台東区,北上野,2,静かに歩く,公園,山伏公園,東京都台東区北上野2-9-7,35.716534,139.783574,,腰を下ろせるベンチと木陰がある場所,,,,
7547,台東区,北上野,3,静かに歩く,児童遊園,北上野児童遊園,北上野1-1-14先,35.715824,139.782734,,歩き疲れた足を休められる場所,,,,
7619,台東区,寿,1,体験する,老舗,三佛堂櫻井商店,東京都台東区寿２－７－１１,35.710125,139.788498,,およそ150年、同じ商いを続けてきた店,,,,
